10198,6535
11844,4364
32539,32545
1683,32545
29617,32545
30567,1683
32545,29617
11844,4721
29151,32545
29345,32545
23020,11844
23020,32545
28688,15766
28688,15766
28688,29214
4084,1057
4084,9194
14692,29617
27309,32545
8270,25016
14832,11844
30246,32545
33420,32545
15571,32545
16468,12113
27309,32545
28372,32545
16061,32545
34732,32545
7953,32545
23020,11844
24679,32545
29480,15950
29480,28861
29480,30075
15731,32545
27870,1057
29498,32545
30246,11844
32545,27188
32722,32545
8731,14368
11844,1683
11844,4721
29345,32545
30985,32545
2401,1057
27309,32545
33776,32545
4721,11844
13997,33564
18608,32545
29552,32545
31249,16153
4549,28709
27309,32545
35983,32545
15454,32545
1057,4084
12892,3641
27309,32545
1194,32961
15050,32545
17253,12118
25967,15811
4084,1057
4084,9194
9194,4084
29345,32545
3263,9350
4232,13296
11864,28709
16957,32545
23020,32545
25896,11844
25896,32545
5171,30511
10969,19683
17848,32545
17848,32851
17848,3982
29151,32545
29151,32851
29151,3982
6930,30246
7523,32545
16468,12113
10004,11844
22142,32545
23020,11844
23020,32545
5161,32545
10198,32545
1057,4084
12993,32545
25896,11844
25896,17848
25896,32545
29209,11844
29210,11844
37276,11844
7716,11844
9194,4084
1057,32545
15656,30555
15975,32545
29347,32545
13296,24339
13296,3614
13296,3642
16000,33520
17920,11844
17920,32545
28667,11844
28667,32545
37276,33520
5161,11844
5161,11844
5161,32545
5161,32545
7716,33520
7716,33520
14269,32545
22598,36848
32545,15175
37348,32545
7602,29157
13997,32545
16468,9365
2074,32545
28420,24123
30461,32545
4084,1057
4084,9194
11844,32545
35337,32545
5172,27637
27425,32545
15867,19908
16468,12113
25896,11844
32545,25896
35426,32545
4364,32545
24339,12113
35093,32545
30043,32545
12993,24566
12993,28667
12993,5161
12113,19011
12113,37671
16468,12113
25896,11844
9194,4084
1057,4084
24128,569
34900,4364
12789,28011
35382,32545
36315,17848
37348,32545
37348,32545
32961,1683
10004,32545
14368,8731
23615,32545
37981,15811
1254,13296
4084,1057
10198,32545
13296,11844
20418,32545
2098,29345
17453,32545
10143,32545
30088,33520
34669,32545
16468,12113
28651,32545
15306,32545
32545,14383
34245,32545
11844,23020
11844,29345
11844,37348
13997,23658
15934,32545
17848,32545
4084,1057
4084,9194
32545,10198
6813,32545
13296,24339
13296,4923
17848,32545
29151,32545
29928,32545
30567,32545
13296,3614
25987,32545
35902,28420
35902,8323
35902,23958
35902,28389
16468,12113
24566,29345
4084,1057
4084,9194
11554,10002
12113,13296
28420,14991
32539,11844
9194,32851
13296,12113
24566,37348
29345,32545
32545,11844
5154,10004
5154,26503
5154,37348
1057,19683
1057,4084
27175,32545
9194,4084
25896,11844
25896,32851
3641,24338
25896,32851
30567,11844
4364,11844
5145,32851
19287,11844
11844,29345
26447,15811
4084,1057
4084,9194
11844,37348
10679,3572
9365,12113
25896,11844
25896,32851
25896,33564
4364,11844
1057,4084
11939,11844
19407,11844
19898,24566
9194,4084
12113,13296
24339,12113
32545,11844
